Time,Te,T0,Tmean0,uh0,uc0,qS0,quh0,T1,Tmean1,uh1,uc1,qS1,quh1,T2,Tmean2,uh2,uc2,qS2,quh2,T3,Tmean3,uh3,uc3,qS3,quh3,T4,Tmean4,uh4,uc4,qS4,quh4,T5,Tmean5,uh5,uc5,qS5,quh5,T6,Tmean6,uh6,uc6,qS6,quh6,T7,Tmean7,uh7,uc7,qS7,quh7,T8,Tmean8,uh8,uc8,qS8,quh8,T9,Tmean9,uh9,uc9,qS9,quh9,T10,Tmean10,uh10,uc10,qS10,quh10,T11,Tmean11,uh11,uc11,qS11,quh11
 12/09  12:00:00,12.55550002,17.91729164,17.91729164,0,0,122.4351496,0,18.09042422,18.09042422,0,26,156.6260263,0,18.76651636,18.76651636,0,26,122.4351496,0,20,20,20,26,154.558406,32.36748278,19.93832547,19.93832547,0,26,122.4351496,0,18.70003099,18.70003099,0,26,121.9952346,0,20,20,20,26,122.4351496,22.57605818,20,20,20,26,0,15.41885172,17.96644991,17.96644991,0,26,115.150125,0,20.55477773,20.55477773,0,0,297.6221842,0,21.13388836,21.13388836,20,26,595.2443684,0,20.00170533,20.00170533,20,26,0,8.71632085
 12/09  13:00:00,14.01800002,18.28008082,18.28008082,0,0,147.0022136,0,18.42472022,18.42472022,0,26,126.2534437,0,19.11443952,19.11443952,0,26,147.0022136,0,20.00046189,20.00046189,20,26,124.124959,8.846579443,20.19406173,20.19406173,0,26,147.0022136,0,19.04128018,19.04128018,0,26,113.232752,0,20.0619343,20.0619343,20,26,147.0022136,1.368392348,20.00053777,20.00053777,20,26,0,4.310521748,18.31325743,18.31325743,0,26,118.6050451,0,21.04148713,21.04148713,0,0,312.6769588,0,21.84300302,21.84300302,20,26,625.3539175,0,20.06657895,20.06657895,20,26,0,0
 12/09  14:00:00,14.64300002,18.67274033,18.67274033,0,0,195.4990879,0,18.68747023,18.68747023,0,26,113.3247258,0,19.48260176,19.48260176,0,26,195.4990879,0,20.04085489,20.04085489,20,26,111.4394139,0,20.51499995,20.51499995,0,26,195.4990879,0,19.2858128,19.2858128,0,26,101.8569286,0,20.34115962,20.34115962,20,26,195.4990879,0,20.01312591,20.01312591,20,26,0,0,18.58294304,18.58294304,0,26,106.7184648,0,21.48465614,21.48465614,0,0,305.8790678,0,22.39634565,22.39634565,20,26,611.7581356,0,20.14037972,20.14037972,20,26,0,0
 12/09  15:00:00,14.80550002,19.0030664,19.0030664,0,0,187.0787079,0,18.84374607,18.84374607,0,26,84.54493468,0,19.78012504,19.78012504,0,26,187.0787079,0,20.08798188,20.08798188,20,26,83.15088592,0,20.79697428,20.79697428,0,26,187.0787079,0,19.41858357,19.41858357,0,26,75.99804495,0,20.60195349,20.60195349,20,26,187.0787079,0,20.04186221,20.04186221,20,26,0,0,18.74233809,18.74233809,0,26,79.65448942,0,21.74271209,21.74271209,0,0,231.9197153,0,22.69426004,22.69426004,20,26,463.8394307,0,20.20131652,20.20131652,20,26,0,0
 12/09  16:00:00,14.94300002,19.1810077,19.1810077,0,0,108.836641,0,18.91980147,18.91980147,0,26,43.94129083,0,19.93306011,19.93306011,0,26,108.836641,0,20.07520411,20.07520411,20,26,43.2173433,0,20.91536673,20.91536673,0,26,108.836641,0,19.47776263,19.47776263,0,26,39.44722599,0,20.72985571,20.72985571,20,26,108.836641,0,20.07679431,20.07679431,20,26,0,0,18.82347406,18.82347406,0,26,41.39699387,0,21.77445043,21.77445043,0,0,108.5042301,0,22.74241502,22.74241502,20,26,217.0084602,0,20.26854381,20.26854381,20,26,0,0
 12/09  17:00:00,14.79300002,19.14536173,19.14536173,0,0,10.36251324,0,18.90001924,18.90001924,0,26,6.009016719,0,19.87751754,19.87751754,0,26,10.36251324,0,20.00690419,20.00690419,20,26,5.931715083,3.91281661,20.82855925,20.82855925,0,26,10.36251324,0,19.44952598,19.44952598,0,26,5.463327321,0,20.64882153,20.64882153,20,26,10.36251324,0,20.09659321,20.09659321,20,26,0,0,18.81326043,18.81326043,0,26,5.731861436,0,21.61865503,21.61865503,0,0,9.393500891,0,22.56283125,22.56283125,20,26,18.78700178,0,20.31464788,20.31464788,20,26,0,0
 12/09  18:00:00,14.55550002,19.06226149,19.06226149,0,0,0,0,18.85068457,18.85068457,0,26,0,0,19.77306742,19.77306742,0,26,0,0,20,20,20,26,0,16.20272376,20.72318934,20.72318934,0,26,0,0,19.39499311,19.39499311,0,26,0,0,20.51575556,20.51575556,20,26,0,0,20.10306016,20.10306016,20,26,0,0,18.77527901,18.77527901,0,26,0,0,21.41744475,21.41744475,0,0,0,0,22.35698323,22.35698323,20,26,0,0,20.33524183,20.33524183,20,26,0,0
 12/09  19:00:00,14.29300002,18.99643097,18.99643097,0,0,0,0,18.80319139,18.80319139,0,26,0,0,19.68581813,19.68581813,0,26,0,0,20,20,20,26,0,26.09744062,20.63622276,20.63622276,0,26,0,0,19.34468681,19.34468681,0,26,0,0,20.40172086,20.40172086,20,26,0,0,20.10152045,20.10152045,20,26,0,0,18.73904858,18.73904858,0,26,0,0,21.23505536,21.23505536,0,0,0,0,22.17738784,22.17738784,20,26,0,0,20.33731346,20.33731346,20,26,0,0
 12/09  20:00:00,13.74300002,18.89792987,18.89792987,0,0,0,0,18.72043048,18.72043048,0,26,0,0,19.56825036,19.56825036,0,26,0,0,20,20,20,26,0,38.25871919,20.53260929,20.53260929,0,26,0,0,19.26327045,19.26327045,0,26,0,0,20.25533557,20.25533557,20,26,0,0,20.07520651,20.07520651,20,26,0,0,18.66779962,18.66779962,0,26,0,0,21.01939045,21.01939045,0,0,0,0,21.94732192,21.94732192,20,26,0,0,20.30934712,20.30934712,20,26,0,0
 12/09  21:00:00,13.10550002,18.76483117,18.76483117,0,0,0,0,18.60202389,18.60202389,0,26,0,0,19.41844111,19.41844111,0,26,0,0,20,20,20,26,0,51.47279162,20.41327235,20.41327235,0,26,0,0,19.15138755,19.15138755,0,26,0,0,20.07464307,20.07464307,20,26,0,0,20.02945641,20.02945641,20,26,0,0,18.56153183,18.56153183,0,26,0,0,20.77213651,20.77213651,0,0,0,0,21.67535623,21.67535623,20,26,0,0,20.25885982,20.25885982,20,26,0,0
 12/09  22:00:00,12.44300002,18.60456475,18.60456475,0,0,0,0,18.4560047,18.4560047,0,26,0,0,19.24255598,19.24255598,0,26,0,0,20,20,20,26,0,65.16403941,20.28027782,20.28027782,0,26,0,0,19.01586841,19.01586841,0,26,0,0,20.00000074,20.00000074,20,26,0,12.88094181,20.00000025,20.00000025,20,26,0,3.667259124,18.42727636,18.42727636,0,26,0,0,20.51230151,20.51230151,0,0,0,0,21.37799288,21.37799288,20,26,0,0,20.19254523,20.19254523,20,26,0,0
 12/09  23:00:00,11.86800002,18.43347467,18.43347467,0,0,0,0,18.30067413,18.30067413,0,26,0,0,19.05957744,19.05957744,0,26,0,0,20,20,20,26,0,77.82946207,20.14394887,20.14394887,0,26,0,0,18.868157,18.868157,0,26,0,0,20,20,20,26,0,28.86645694,20,20,20,26,0,9.988754034,18.28426371,18.28426371,0,26,0,0,20.25314432,20.25314432,0,0,0,0,21.07129989,21.07129989,20,26,0,0,20.11553018,20.11553018,20,26,0,0
 12/09  24:00:00,11.43050002,18.26298281,18.26298281,0,0,0,0,18.14662901,18.14662901,0,26,0,0,18.88607555,18.88607555,0,26,0,0,20,20,20,26,0,89.4883846,20.00276232,20.00276232,0,26,0,0,18.72712522,18.72712522,0,26,0,0,20,20,20,26,0,44.34857632,20,20,20,26,0,15.31090136,18.14193365,18.14193365,0,26,0,0,20.00020572,20.00020572,0,0,0,0,20.77851778,20.77851778,20,26,0,0,20.03506818,20.03506818,20,26,0,0
 12/10  01:00:00,10.96800002,18.0750426,18.0750426,0,0,0,0,17.97329068,17.97329068,0,26,0,0,18.70211217,18.70211217,0,26,0,0,20,20,20,26,0,102.2539391,19.84745002,19.84745002,0,26,0,0,18.57637019,18.57637019,0,26,0,0,20,20,20,26,0,60.74891674,20,20,20,26,0,21.13300441,17.97973881,17.97973881,0,26,0,0,19.73469499,19.73469499,0,0,0,0,20.47046329,20.47046329,20,26,0,0,20.00000037,20.00000037,20,26,0,19.38935976
 12/10  02:00:00,10.65550002,17.89372987,17.89372987,0,0,0,0,17.80573913,17.80573913,0,26,0,0,18.52845999,18.52845999,0,26,0,0,20,20,20,26,0,113.0977751,19.69682979,19.69682979,0,26,0,0,18.43793249,18.43793249,0,26,0,0,20,20,20,26,0,74.9673337,20,20,20,26,0,26.08155614,17.82135147,17.82135147,0,26,0,0,19.47717463,19.47717463,0,0,0,0,20.1866132,20.1866132,20,26,0,0,20,20,20,26,0,43.52939501
 12/10  03:00:00,10.51800002,17.73439188,17.73439188,0,0,0,0,17.66101115,17.66101115,0,26,0,0,18.3780506,18.3780506,0,26,0,0,20,20,20,26,0,121.4144778,19.55696662,19.55696662,0,26,0,0,18.3234015,18.3234015,0,26,0,0,20,20,20,26,0,86.39626078,20,20,20,26,0,29.88272212,17.68528138,17.68528138,0,26,0,0,19.24104432,19.24104432,0,0,0,0,20.00965904,20.00965904,20,26,0,12.45930717,20,20,20,26,0,64.61828111
 12/10  04:00:00,10.35550002,17.57499642,17.57499642,0,0,0,0,17.51690451,17.51690451,0,26,0,0,18.22851529,18.22851529,0,26,0,0,20,20,20,26,0,129.7063458,19.41694905,19.41694905,0,26,0,0,18.21052774,18.21052774,0,26,0,0,20,20,20,26,0,97.50938137,20,20,20,26,0,33.99780062,17.54973874,17.54973874,0,26,0,0,19.0074447,19.0074447,0,0,0,0,20,20,20,26,0,53.42766441,20,20,20,26,0,86.80745619
 12/10  05:00:00,10.21800002,17.41780247,17.41780247,0,0,0,0,17.37549026,17.37549026,0,26,0,0,18.08160945,18.08160945,0,26,0,0,20,20,20,26,0,137.2419287,19.28120789,19.28120789,0,26,0,0,18.10070945,18.10070945,0,26,0,0,20,20,20,26,0,107.5965701,20,20,20,26,0,37.95852977,17.41644016,17.41644016,0,26,0,0,18.77975166,18.77975166,0,0,0,0,20,20,20,26,0,93.59585909,20,20,20,26,0,108.3266917
 12/10  06:00:00,10.05550002,17.26255476,17.26255476,0,0,0,0,17.2364282,17.2364282,0,26,0,0,17.93669278,17.93669278,0,26,0,0,20,20,20,26,0,144.5378412,19.14717517,19.14717517,0,26,0,0,17.99300808,17.99300808,0,26,0,0,20,20,20,26,0,117.2088733,20,20,20,26,0,42.10565439,17.28515471,17.28515471,0,26,0,0,18.55808609,18.55808609,0,0,0,0,20,20,20,26,0,132.3257402,20,20,20,26,0,129.9186534
 12/10  07:00:00,9.918000018,17.11051756,17.11051756,0,0,0,0,17.10092723,17.10092723,0,26,0,0,17.79462808,17.79462808,0,26,0,0,20,20,20,26,0,151.1646981,19.01759365,19.01759365,0,26,0,0,17.88837207,17.88837207,0,26,0,0,20,20,20,26,0,125.9228318,20,20,20,26,0,46.00954101,17.15695934,17.15695934,0,26,0,0,18.34427911,18.34427911,0,0,0,0,20,20,20,26,0,166.2156716,20,20,20,26,0,150.1694218
 12/10  08:00:00,10.31800002,17.01518699,17.01518699,0,0,2.834289905,0,17.02862086,17.02862086,0,26,12.71905767,0,17.70869074,17.70869074,0,26,2.834289905,0,20,20,20,26,12.67256601,149.7803711,18.92394694,18.92394694,0,26,2.834289905,0,17.83601998,17.83601998,0,26,2.543057731,0,20,20,20,26,2.834289905,127.8174548,20,20,20,26,0,45.60169981,17.0837301,17.0837301,0,26,2.6697976,0,18.19197204,18.19197204,0,0,9.748513835,0,20,20,20,26,19.49702767,168.3681049,20,20,20,26,0,156.8497299
 12/10  09:00:00,11.01800002,17.02307724,17.02307724,0,0,32.84121851,0,17.19677308,17.19677308,0,26,143.9561054,0,17.72299892,17.72299892,0,26,32.84121851,0,20,20,20,26,137.1821598,116.2847382,18.91253198,18.91253198,0,26,32.84121851,0,17.87594793,17.87594793,0,26,29.22252005,0,20,20,20,26,32.84121851,118.0886287,20,20,20,26,0,42.65624365,17.10901449,17.10901449,0,26,30.45981809,0,18.27384926,18.27384926,0,0,136.3289203,0,20,20,20,26,272.6578405,99.98864991,20,20,20,26,0,154.6793864
 12/10  10:00:00,11.71800002,17.14660293,17.14660293,0,0,80.08967836,0,17.85569721,17.85569721,0,26,385.0875502,0,17.84338101,17.84338101,0,26,80.08967836,0,20.00107684,20.00107684,20,26,381.2211538,33.30516499,19.01370431,19.01370431,0,26,80.08967836,0,18.04658321,18.04658321,0,26,100.4640571,0,20,20,20,26,80.08967836,95.16007354,20,20,20,26,0,39.07045145,17.24061008,17.24061008,0,26,73.34863312,0,18.99128377,18.99128377,0,0,463.7169239,0,20.37020179,20.37020179,20,26,927.4338477,0,20,20,20,26,0,145.476416
 12/10  11:00:00,12.66800002,17.35154933,17.35154933,0,0,103.6259199,0,18.62623391,18.62623391,0,26,449.1990194,0,18.0507204,18.0507204,0,26,103.6259199,0,20.30969725,20.30969725,20,26,446.4507837,0,19.17969401,19.17969401,0,26,103.6259199,0,18.390839,18.390839,0,26,173.3451369,0,20,20,20,26,103.6259199,66.07452552,20,20,20,26,0,32.25761522,17.45251493,17.45251493,0,26,94.22835484,0,20.21786022,20.21786022,0,0,735.8634644,0,21.60467678,21.60467678,20,26,1471.726929,0,20,20,20,26,0,115.941228
 12/10  12:00:00,13.83050002,17.63413338,17.63413338,0,0,122.4945476,0,19.1022267,19.1022267,0,26,281.7767244,0,18.33815743,18.33815743,0,26,122.4945476,0,20.63096478,20.63096478,20,26,278.5340194,0,19.40042248,19.40042248,0,26,122.4945476,0,18.79183649,18.79183649,0,26,157.6343989,0,20,20,20,26,122.4945476,33.28273756,20,20,20,26,0,22.28595066,17.75520346,17.75520346,0,26,111.4021614,0,21.48835296,21.48835296,0,0,787.7941752,0,22.94212869,22.94212869,20,26,1575.58835,0,20,20,20,26,0,67.08058502
 12/10  13:00:00,14.96800002,18.0114281,18.0114281,0,0,185.1281097,0,19.28012975,19.28012975,0,26,129.6193868,0,18.70382229,18.70382229,0,26,185.1281097,0,20.6728061,20.6728061,20,26,126.7031106,0,19.71606563,19.71606563,0,26,185.1281097,0,19.10348093,19.10348093,0,26,114.0777134,0,20.05688266,20.05688266,20,26,185.1281097,4.239581042,20,20,20,26,0,11.26760941,18.10505904,18.10505904,0,26,118.9056332,0,22.46465575,22.46465575,0,0,667.9377957,0,23.99510433,23.99510433,20,26,1335.875591,0,20.00390638,20.00390638,20,26,0,14.24656779
 12/10  14:00:00,15.69300002,18.60057178,18.60057178,0,0,321.0673994,0,19.47495552,19.47495552,0,26,118.9160706,0,19.26904295,19.26904295,0,26,321.0673994,0,20.7729679,20.7729679,20,26,116.1767869,0,20.27852145,20.27852145,0,26,321.0673994,0,19.35215577,19.35215577,0,26,104.701602,0,20.52269255,20.52269255,20,26,321.0673994,0,20.00041137,20.00041137,20,26,0,2.594658418,18.39903262,18.39903262,0,26,109.5212405,0,23.20581498,23.20581498,0,0,577.3726331,0,24.77125747,24.77125747,20,26,1154.745266,0,20.08315418,20.08315418,20,26,0,0
 12/10  15:00:00,16.25550002,19.1974485,19.1974485,0,0,315.4120861,0,19.62647283,19.62647283,0,26,87.24406178,0,19.84105027,19.84105027,0,26,315.4120861,0,20.83647571,20.83647571,20,26,85.25337564,0,20.82719825,20.82719825,0,26,315.4120861,0,19.5361418,19.5361418,0,26,76.76946523,0,21.05712988,21.05712988,20,26,315.4120861,0,20.04077009,20.04077009,20,26,0,0,18.62241745,18.62241745,0,26,80.40462464,0,23.68403498,23.68403498,0,0,415.0333867,0,25.24866508,25.24866508,20,26,830.0667735,0,20.21835585,20.21835585,20,26,0,0
 12/10  16:00:00,16.79300002,19.51132359,19.51132359,0,0,155.8441831,0,19.71904468,19.71904468,0,26,47.30895151,0,20.13847176,20.13847176,0,26,155.8441831,0,20.84853774,20.84853774,20,26,46.47275357,0,21.06420643,21.06420643,0,26,155.8441831,0,19.66092369,19.66092369,0,26,42.31545351,0,21.31147575,21.31147575,20,26,155.8441831,0,20.11512181,20.11512181,20,26,0,0,18.78146034,18.78146034,0,26,44.38658771,0,23.69971545,23.69971545,0,0,157.481342,0,25.25798242,25.25798242,20,26,314.962684,0,20.36990182,20.36990182,20,26,0,0
 12/10  17:00:00,15.91800002,19.45076981,19.45076981,0,0,19.12856584,0,19.63778611,19.63778611,0,26,7.279259191,0,20.068057,20.068057,0,26,19.12856584,0,20.69110281,20.69110281,20,26,7.167984663,0,20.97172889,20.97172889,0,26,19.12856584,0,19.61609803,19.61609803,0,26,6.559347783,0,21.20593858,21.20593858,20,26,19.12856584,0,20.12300899,20.12300899,20,26,0,0,18.76773422,18.76773422,0,26,6.885760344,0,23.41847515,23.41847515,0,0,16.50238088,0,24.83532843,24.83532843,20,26,33.00476177,0,20.44529627,20.44529627,20,26,0,0
 12/10  18:00:00,14.28050002,19.22617981,19.22617981,0,0,0,0,19.42393821,19.42393821,0,26,0,0,19.8277242,19.8277242,0,26,0,0,20.40299637,20.40299637,20,26,0,0,20.78977367,20.78977367,0,26,0,0,19.43978376,19.43978376,0,26,0,0,20.92146499,20.92146499,20,26,0,0,20.0601671,20.0601671,20,26,0,0,18.62212977,18.62212977,0,26,0,0,23.01523497,23.01523497,0,0,0,0,24.18984811,24.18984811,20,26,0,0,20.4344448,20.4344448,20,26,0,0
 12/10  19:00:00,12.61800002,18.96896514,18.96896514,0,0,0,0,19.15553156,19.15553156,0,26,0,0,19.54778223,19.54778223,0,26,0,0,20.08244864,20.08244864,20,26,0,2.718778885,20.60259454,20.60259454,0,26,0,0,19.20808065,19.20808065,0,26,0,0,20.59603692,20.59603692,20,26,0,0,20.00134148,20.00134148,20,26,0,5.092801876,18.42204265,18.42204265,0,26,0,0,22.57798535,22.57798535,0,0,0,0,23.52202723,23.52202723,20,26,0,0,20.37130028,20.37130028,20,26,0,0
 12/10  20:00:00,11.54300002,18.70718643,18.70718643,0,0,0,0,18.88654798,18.88654798,0,26,0,0,19.26847599,19.26847599,0,26,0,0,20.00000002,20.00000002,20,26,0,25.02570504,20.41927779,20.41927779,0,26,0,0,18.97273691,18.97273691,0,26,0,0,20.2953778,20.2953778,20,26,0,0,20,20,20,26,0,13.81371308,18.21727616,18.21727616,0,26,0,0,22.16009542,22.16009542,0,0,0,0,22.93010755,22.93010755,20,26,0,0,20.29492008,20.29492008,20,26,0,0
 12/10  21:00:00,10.90550002,18.48593893,18.48593893,0,0,0,0,18.6593641,18.6593641,0,26,0,0,19.04624184,19.04624184,0,26,0,0,20,20,20,26,0,46.50149316,20.24368403,20.24368403,0,26,0,0,18.78694885,18.78694885,0,26,0,0,20.06236477,20.06236477,20,26,0,1.399432577,20,20,20,26,0,19.56656912,18.04232325,18.04232325,0,26,0,0,21.77803379,21.77803379,0,0,0,0,22.44665823,22.44665823,20,26,0,0,20.21886275,20.21886275,20,26,0,0
 12/10  22:00:00,10.24300002,18.25551695,18.25551695,0,0,0,0,18.4276085,18.4276085,0,26,0,0,18.82562703,18.82562703,0,26,0,0,20,20,20,26,0,68.34733195,20.05868026,20.05868026,0,26,0,0,18.60527735,18.60527735,0,26,0,0,20.00000001,20.00000001,20,26,0,22.00959445,20,20,20,26,0,26.18040014,17.85224471,17.85224471,0,26,0,0,21.39065277,21.39065277,0,0,0,0,21.97142618,21.97142618,20,26,0,0,20.11583516,20.11583516,20,26,0,0
 12/10  23:00:00,9.918000018,18.04586441,18.04586441,0,0,0,0,18.21666961,18.21666961,0,26,0,0,18.62889504,18.62889504,0,26,0,0,20,20,20,26,0,85.95988037,19.8838325,19.8838325,0,26,0,0,18.44808484,18.44808484,0,26,0,0,20,20,20,26,0,39.10196408,20,20,20,26,0,30.75487474,17.68161306,17.68161306,0,26,0,0,21.02395962,21.02395962,0,0,0,0,21.55364003,21.55364003,20,26,0,0,20.01994954,20.01994954,20,26,0,1.41977955
 12/10  24:00:00,9.755500018,17.85420058,17.85420058,0,0,0,0,18.02456579,18.02456579,0,26,0,0,18.45273056,18.45273056,0,26,0,0,20,20,20,26,0,100.8851941,19.71456224,19.71456224,0,26,0,0,18.31195035,18.31195035,0,26,0,0,20,20,20,26,0,54.05188706,20,20,20,26,0,34.57955802,17.53048703,17.53048703,0,26,0,0,20.67862595,20.67862595,0,0,0,0,21.18653793,21.18653793,20,26,0,0,20,20,20,26,0,21.95020985
 12/11  01:00:00,9.618000018,17.66703839,17.66703839,0,0,0,0,19.99758475,19.99758475,20,26,0,316.8025645,18.28199418,18.28199418,0,26,0,0,19.1327084,19.1327084,0,26,0,0,19.55082726,19.55082726,0,26,0,0,18.18219361,18.18219361,0,26,0,0,19.41883391,19.41883391,0,26,0,0,20,20,20,26,0,38.57204334,17.38303636,17.38303636,0,26,0,0,20.34901771,20.34901771,0,0,0,0,20.8482353,20.8482353,20,26,0,0,20,20,20,26,0,43.86278599
 12/11  02:00:00,9.393000018,17.46774385,17.46774385,0,0,0,0,20,20,20,26,0,250.596926,18.10057188,18.10057188,0,26,0,0,18.72257355,18.72257355,0,26,0,0,19.37967072,19.37967072,0,26,0,0,18.0420874,18.0420874,0,26,0,0,19.09233735,19.09233735,0,26,0,0,20,20,20,26,0,43.4595017,17.22474181,17.22474181,0,26,0,0,20.00764186,20.00764186,0,0,0,0,20.4995798,20.4995798,20,26,0,0,20,20,20,26,0,68.92485738
 12/11  03:00:00,9.155500018,17.27154725,17.27154725,0,0,0,0,20,20,20,26,0,233.8213379,17.92189872,17.92189872,0,26,0,0,18.49086107,18.49086107,0,26,0,0,19.21103687,19.21103687,0,26,0,0,17.90031572,17.90031572,0,26,0,0,18.86694974,18.86694974,0,26,0,0,20,20,20,26,0,48.48927146,17.06787359,17.06787359,0,26,0,0,19.67804204,19.67804204,0,0,0,0,20.16568368,20.16568368,20,26,0,0,20,20,20,26,0,94.29934273
 12/11  04:00:00,8.893000018,17.07607106,17.07607106,0,0,0,0,20,20,20,26,0,228.8729575,17.7430656,17.7430656,0,26,0,0,18.27669186,18.27669186,0,26,0,0,19.04065677,19.04065677,0,26,0,0,17.75636945,17.75636945,0,26,0,0,18.64728021,18.64728021,0,26,0,0,20,20,20,26,0,53.77819885,16.91111904,16.91111904,0,26,0,0,19.35394557,19.35394557,0,0,0,0,20.00000939,20.00000939,20,26,0,42.48657772,20,20,20,26,0,121.684617
 12/11  05:00:00,8.655500018,16.88370663,16.88370663,0,0,0,0,20,20,20,26,0,228.4787291,17.56630192,17.56630192,0,26,0,0,18.07417004,18.07417004,0,26,0,0,18.87281261,18.87281261,0,26,0,0,17.61306693,17.61306693,0,26,0,0,18.4329848,18.4329848,0,26,0,0,20,20,20,26,0,58.91694412,16.75646817,16.75646817,0,26,0,0,19.03668053,19.03668053,0,0,0,0,20,20,20,26,0,104.5959976,20,20,20,26,0,149.8072098
 12/11  06:00:00,8.455500018,16.69890316,16.69890316,0,0,0,0,20,20,20,26,0,229.8701079,17.39607826,17.39607826,0,26,0,0,17.88439254,17.88439254,0,26,0,0,18.70910164,18.70910164,0,26,0,0,17.47515592,17.47515592,0,26,0,0,18.22723687,18.22723687,0,26,0,0,20,20,20,26,0,63.76019859,16.60840819,16.60840819,0,26,0,0,18.73251824,18.73251824,0,0,0,0,20,20,20,26,0,150.588643,20,20,20,26,0,177.1785228
 12/11  07:00:00,8.255500018,16.51815763,16.51815763,0,0,0,0,20,20,20,26,0,232.4304638,17.22901804,17.22901804,0,26,0,0,17.70247581,17.70247581,0,26,0,0,18.54781836,18.54781836,0,26,0,0,17.33950625,17.33950625,0,26,0,0,18.02636078,18.02636078,0,26,0,0,20,20,20,26,0,68.52873585,16.46356244,16.46356244,0,26,0,0,18.43842863,18.43842863,0,0,0,0,20,20,20,26,0,196.8199914,20,20,20,26,0,203.9671977
 12/11  08:00:00,8.743000018,16.40489041,16.40489041,0,0,2.585254466,0,20,20,20,26,7.734381496,225.8296559,17.12960611,17.12960611,0,26,2.585254466,0,17.594616,17.594616,0,26,7.700651433,0,18.44194443,18.44194443,0,26,2.585254466,0,17.26952404,17.26952404,0,26,2.349325935,0,17.89302359,17.89302359,0,26,2.585254466,0,20,20,20,26,0,67.79410075,16.38489537,16.38489537,0,26,2.463862673,0,18.22015157,18.22015157,0,0,6.124317393,0,20,20,20,26,12.24863479,204.5996436,20,20,20,26,0,213.6124432
 12/11  09:00:00,9.580500018,16.39936168,16.39936168,0,0,29.57982544,0,20,20,20,26,94.77958065,193.1735827,17.13710377,17.13710377,0,26,29.57982544,0,17.67220424,17.67220424,0,26,90.39809587,0,18.42081118,18.42081118,0,26,29.57982544,0,17.29957308,17.29957308,0,26,26.4873874,0,17.86518596,17.86518596,0,26,29.57982544,0,20,20,20,26,0,64.18293828,16.40963014,16.40963014,0,26,27.67232082,0,18.19139763,18.19139763,0,0,90.76415383,0,20,20,20,26,181.5283077,155.6506869,20,20,20,26,0,213.319149
 12/11  10:00:00,10.44300002,16.5087752,16.5087752,0,0,73.92205283,0,20,20,20,26,269.7425029,116.2940539,17.25493539,17.25493539,0,26,73.92205283,0,18.12056243,18.12056243,0,26,266.8840304,0,18.50872621,18.50872621,0,26,73.92205283,0,17.45351898,17.45351898,0,26,84.5514616,0,17.95016018,17.95016018,0,26,73.92205283,0,20,20,20,26,0,59.69417364,16.54264465,16.54264465,0,26,68.19232481,0,18.63993149,18.63993149,0,0,321.928959,0,20.07056172,20.07056172,20,26,643.8579181,26.69707436,20,20,20,26,0,205.9717247
 12/11  11:00:00,11.84300002,16.77143063,16.77143063,0,0,108.8923404,0,20,20,20,26,300.1545839,49.59268518,17.51462845,17.51462845,0,26,108.8923404,0,18.68192966,18.68192966,0,26,297.8214102,0,18.70316308,18.70316308,0,26,108.8923404,0,17.79887747,17.79887747,0,26,141.7504329,0,18.18028869,18.18028869,0,26,108.8923404,0,20,20,20,26,0,49.57686899,16.82295297,16.82295297,0,26,100.80524,0,19.43271859,19.43271859,0,0,466.2493309,0,20.83575349,20.83575349,20,26,932.4986619,0,20,20,20,26,0,172.6590386
 12/11  12:00:00,13.60550002,17.16031121,17.16031121,0,0,136.0190653,0,20,20,20,26,208.6925797,12.71342824,17.90720734,17.90720734,0,26,136.0190653,0,19.11197703,19.11197703,0,26,206.0065957,0,18.98522704,18.98522704,0,26,136.0190653,0,18.24537543,18.24537543,0,26,144.1655255,0,18.57032799,18.57032799,0,26,136.0190653,0,20,20,20,26,0,34.90431628,17.23861799,17.23861799,0,26,126.66072,0,20.19280251,20.19280251,0,0,469.1745574,0,21.77031159,21.77031159,20,26,938.3491147,0,20,20,20,26,0,117.1788704
 12/11  13:00:00,15.34300002,17.61560953,17.61560953,0,0,166.053148,0,20.08234916,20.08234916,20,26,135.3550907,0,18.34566643,18.34566643,0,26,166.053148,0,19.45968496,19.45968496,0,26,132.6684506,0,19.32942536,19.32942536,0,26,166.053148,0,18.65219132,18.65219132,0,26,119.9684352,0,19.02353184,19.02353184,0,26,166.053148,0,20,20,20,26,0,18.81319081,17.69856205,17.69856205,0,26,125.4678587,0,20.98256511,20.98256511,0,0,451.131755,0,22.71922051,22.71922051,20,26,902.26351,0,20,20,20,26,0,53.54497181
 12/11  14:00:00,15.98050002,18.10190367,18.10190367,0,0,208.061007,0,20.23370023,20.23370023,20,26,115.3806289,0,18.79983519,18.79983519,0,26,208.061007,0,19.70304154,19.70304154,0,26,113.3603256,0,19.73659226,19.73659226,0,26,208.061007,0,18.94635434,18.94635434,0,26,103.405302,0,19.4821078,19.4821078,0,26,208.061007,0,20,20,20,26,0,9.912725457,18.05080139,18.05080139,0,26,108.3274581,0,21.52497396,21.52497396,0,0,341.7867694,0,23.33623695,23.33623695,20,26,683.5735387,0,20.00005553,20.00005553,20,26,0,10.91147189
