Time,T0,u0,Te0,T1,u1,Te1,T2,u2,Te2,T3,u3,Te3,T4,u4,Te4,T5,u5,Te5,T6,u6,Te6,T7,u7,Te7,T8,u8,Te8,T9,u9,Te9,T10,u10,Te10,T11,u11,Te11
 09/25  13:00:00,25.45307491,0,17.80550002,25.00350835,20,17.80550002,25.43493995,0,17.80550002,25.31179297,0,17.80550002,26,0,17.80550002,25.33142601,0,17.80550002,25.52539743,0,17.80550002,25.8437751,20,17.80550002,24.94678295,0,17.80550002,25.93775545,0,17.80550002,26,20,17.80550002,25.85431185,20,17.80550002
 09/25  14:00:00,25.56361961,0,18.00550002,25.10398179,20,18.00550002,25.57651337,0,18.00550002,25.41399016,0,18.00550002,26,0,18.00550002,25.41842545,0,18.00550002,25.66683768,0,18.00550002,25.85523393,20,18.00550002,25.04282948,0,18.00550002,26.0520525,0,18.00550002,26,20,18.00550002,25.87852109,20,18.00550002
 09/25  15:00:00,25.77990797,0,18.26800002,25.28761641,20,18.26800002,25.82016848,0,18.26800002,25.60038761,0,18.26800002,26,0,18.26800002,25.59450886,0,18.26800002,25.91004589,0,18.26800002,25.87461941,20,18.26800002,25.22380155,0,18.26800002,26.24680687,0,18.26800002,26,20,18.26800002,25.9134619,20,18.26800002
 09/25  16:00:00,25.91092412,0,18.50550002,25.37263307,20,18.50550002,25.97423906,0,18.50550002,25.68877622,0,18.50550002,26,0,18.50550002,25.6748457,0,18.50550002,25.99999518,0,18.50550002,25.89919756,20,18.50550002,25.30680379,0,18.50550002,26.32582651,0,18.50550002,26,20,18.50550002,25.95685439,20,18.50550002
 09/25  17:00:00,25.94117849,0,18.45550002,25.36348955,20,18.45550002,26,0,18.45550002,25.68420763,0,18.45550002,26,0,18.45550002,25.66852346,0,18.45550002,26,0,18.45550002,25.9100105,20,18.45550002,25.29609999,0,18.45550002,26.29035441,0,18.45550002,26,20,18.45550002,25.98618333,20,18.45550002
 09/25  18:00:00,25.8030095,0,18.25550002,25.23861013,20,18.25550002,25.91746019,0,18.25550002,25.5690922,0,18.25550002,26,0,18.25550002,25.55776775,0,18.25550002,25.96410323,0,18.25550002,25.90533893,20,18.25550002,25.17556115,0,18.25550002,26.12084413,0,18.25550002,26,20,18.25550002,25.99558755,20,18.25550002
 09/25  19:00:00,25.58963666,0,18.05550002,25.05974074,20,18.05550002,25.73123943,0,18.05550002,25.39672702,0,18.05550002,26,0,18.05550002,25.39639466,0,18.05550002,25.79444347,0,18.05550002,25.89163599,20,18.05550002,25.00645261,0,18.05550002,25.89967916,0,18.05550002,26,20,18.05550002,25.98588103,20,18.05550002
 09/25  20:00:00,25.40708868,0,17.98050002,24.90721197,20,17.98050002,25.56877177,0,17.98050002,25.2488025,0,17.98050002,26,0,17.98050002,25.26082159,0,17.98050002,25.63256647,0,17.98050002,25.87615303,20,17.98050002,24.86531282,0,17.98050002,25.70712962,0,17.98050002,26,20,17.98050002,25.96451693,20,17.98050002
 09/25  21:00:00,25.26314378,0,18.04300002,24.79099927,20,18.04300002,25.44674294,0,18.04300002,25.13974819,0,18.04300002,25.98898398,0,18.04300002,25.16455597,0,18.04300002,25.50924963,0,18.04300002,25.86499013,20,18.04300002,24.75962534,0,18.04300002,25.54614858,0,18.04300002,25.99341213,20,18.04300002,25.9411899,20,18.04300002
 09/25  22:00:00,25.03470487,0,18.08050002,24.59177815,20,18.08050002,25.2365263,0,18.08050002,24.94247203,0,18.08050002,25.80783276,0,18.08050002,24.97718571,0,18.08050002,25.29818835,0,18.08050002,25.84999989,20,18.08050002,24.5704594,0,18.08050002,25.29842328,0,18.08050002,25.85154493,20,18.08050002,25.91135964,20,18.08050002
 09/25  23:00:00,24.85700425,0,18.08050002,24.43692109,20,18.08050002,25.07729206,0,18.08050002,24.7928266,0,18.08050002,25.69789186,0,18.08050002,24.83935903,0,18.08050002,25.13843213,0,18.08050002,25.82770553,20,18.08050002,24.42869262,0,18.08050002,25.10228115,0,18.08050002,25.73852773,20,18.08050002,25.8717718,20,18.08050002
 09/25  24:00:00,24.80042153,0,18.08050002,24.40213315,20,18.08050002,25.05013205,0,18.08050002,24.77627623,0,18.08050002,25.66198773,0,18.08050002,24.84007674,0,18.08050002,25.1098877,0,18.08050002,25.80018283,20,18.08050002,24.40603681,0,18.08050002,25.02503862,0,18.08050002,25.71680851,20,18.08050002,25.82506676,20,18.08050002
 09/26  01:00:00,24.67620364,0,18.08050002,24.30070728,20,18.08050002,24.94908593,0,18.08050002,24.68591586,0,18.08050002,25.57258322,20,18.08050002,24.76430758,0,18.08050002,25.00703554,0,18.08050002,25.77095081,20,18.08050002,24.31805298,0,18.08050002,24.88185954,0,18.08050002,25.64412366,20,18.08050002,25.77737591,20,18.08050002
 09/26  02:00:00,24.56036245,0,18.08050002,24.20462484,20,18.08050002,24.85281615,0,18.08050002,24.59839665,0,18.08050002,25.48813503,20,18.08050002,24.69023889,0,18.08050002,24.90902092,0,18.08050002,25.74136739,20,18.08050002,24.2349043,0,18.08050002,24.74788237,0,18.08050002,25.57493591,20,18.08050002,25.72919272,20,18.08050002
 09/26  03:00:00,24.45037752,0,18.01800002,24.11246925,20,18.01800002,24.75911219,0,18.01800002,24.51275235,0,18.01800002,25.40609137,20,18.01800002,24.61731192,0,18.01800002,24.81396637,0,18.01800002,25.70708368,20,18.01800002,24.15518308,0,18.01800002,24.62189804,0,18.01800002,25.50272732,20,18.01800002,25.67626137,20,18.01800002
 09/26  04:00:00,24.3447397,0,17.98050002,24.02430034,20,17.98050002,24.66780797,0,17.98050002,24.4295847,0,17.98050002,25.32700558,20,17.98050002,24.54607315,0,17.98050002,24.72085049,0,17.98050002,25.67193572,20,17.98050002,24.07916001,0,17.98050002,24.50127633,0,17.98050002,25.43402089,20,17.98050002,25.62262567,20,17.98050002
 09/26  05:00:00,24.22745937,0,17.79300002,23.92439832,20,17.79300002,24.5629231,0,17.79300002,24.33336201,0,17.79300002,25.23859342,20,17.79300002,24.46103542,0,17.79300002,24.61389955,0,17.79300002,25.62683899,20,17.79300002,23.99121055,0,17.79300002,24.36913073,0,17.79300002,25.34218555,20,17.79300002,25.55971251,20,17.79300002
 09/26  06:00:00,24.09385007,0,17.55550002,23.80889626,20,17.55550002,24.43892456,0,17.55550002,24.21989717,0,17.55550002,25.141136,20,17.55550002,24.35773758,0,17.55550002,24.48734637,0,17.55550002,25.57241432,20,17.55550002,23.88754817,0,17.55550002,24.21845976,0,17.55550002,25.22775887,20,17.55550002,25.48891028,20,17.55550002
 09/26  07:00:00,23.96475008,0,17.29300002,23.72128242,20,17.29300002,24.31761292,0,17.29300002,24.13260764,0,17.29300002,25.05507107,20,17.29300002,24.27961883,0,17.29300002,24.36324968,0,17.29300002,25.51295163,20,17.29300002,23.78902376,0,17.29300002,24.07702932,0,17.29300002,25.12009716,20,17.29300002,25.41330675,20,17.29300002
 09/26  08:00:00,23.97899806,0,17.68050002,24.00194688,20,17.68050002,24.33875944,0,17.68050002,24.40700488,0,17.68050002,25.10168535,20,17.68050002,24.51831402,0,17.68050002,24.38285699,0,17.68050002,25.49265783,20,17.68050002,23.82604879,0,17.68050002,24.15581928,0,17.68050002,25.27605145,20,17.68050002,25.37606499,20,17.68050002
 09/26  09:00:00,24.18209595,0,18.48050002,24.48120628,20,18.48050002,24.55033698,0,18.48050002,24.87982056,0,18.48050002,25.29165134,20,18.48050002,24.9400932,0,18.48050002,24.59354638,0,18.48050002,25.52033919,20,18.48050002,24.0377925,0,18.48050002,24.49640609,0,18.48050002,25.72367282,20,18.48050002,25.39121933,20,18.48050002
 09/26  10:00:00,24.49002022,0,19.28050002,25.00706662,20,19.28050002,24.86661494,0,19.28050002,25.40063832,0,19.28050002,25.58235759,20,19.28050002,25.41185628,0,19.28050002,24.91359638,0,19.28050002,25.56698468,20,19.28050002,24.35410998,0,19.28050002,24.99548179,0,19.28050002,25.99992162,20,19.28050002,25.44160255,20,19.28050002
 09/26  11:00:00,24.83380878,0,19.83050002,25.53044641,20,19.83050002,25.21279939,0,19.83050002,25.89595967,0,19.83050002,25.90467093,20,19.83050002,25.86898325,0,19.83050002,25.2663391,0,19.83050002,25.62056794,20,19.83050002,24.70285682,0,19.83050002,25.62889495,0,19.83050002,26,20,19.83050002,25.51751976,20,19.83050002
 09/26  12:00:00,25.22119228,0,20.60550002,25.939546,20,20.60550002,25.5991161,0,20.60550002,25.99999984,0,20.60550002,25.99999965,20,20.60550002,25.99999985,0,20.60550002,25.66306461,0,20.60550002,25.70303095,20,20.60550002,25.08973477,0,20.60550002,26.34644425,0,20.60550002,26,20,20.60550002,25.6361917,20,20.60550002
 09/26  13:00:00,25.60598611,0,20.73050002,26,20,20.73050002,25.9391044,0,20.73050002,26,0,20.73050002,26,20,20.73050002,26,0,20.73050002,25.97639899,0,20.73050002,25.77180866,20,20.73050002,25.43021874,0,20.73050002,27.02488442,0,20.73050002,26,20,20.73050002,25.75065724,20,20.73050002
 09/26  14:00:00,26.202878,0,21.14300002,26,20,21.14300002,26,0,21.14300002,26,0,21.14300002,26,20,21.14300002,26,0,21.14300002,26,0,21.14300002,25.85564872,20,21.14300002,25.74360447,0,21.14300002,27.78747228,0,21.14300002,26,20,21.14300002,25.88634817,20,21.14300002
 09/26  15:00:00,27.02938031,0,21.98050002,26,20,21.98050002,26,0,21.98050002,26,0,21.98050002,26,20,21.98050002,26,0,21.98050002,26,0,21.98050002,25.97163025,20,21.98050002,25.98766324,0,21.98050002,28.54659161,0,21.98050002,26,20,21.98050002,25.99884012,20,21.98050002
 09/26  16:00:00,27.93604358,0,22.84300002,26,20,22.84300002,26,0,22.84300002,26,0,22.84300002,26,20,22.84300002,26,0,22.84300002,26,0,22.84300002,25.99999999,20,22.84300002,26,0,22.84300002,29.13182755,0,22.84300002,26,20,22.84300002,26,20,22.84300002
 09/26  17:00:00,28.31655312,0,22.74300002,26,20,22.74300002,26,0,22.74300002,26,0,22.74300002,26,20,22.74300002,26,0,22.74300002,26,0,22.74300002,26,20,22.74300002,26,0,22.74300002,29.21660475,0,22.74300002,26,20,22.74300002,26,20,22.74300002
 09/26  18:00:00,28.11806752,0,21.98050002,26,20,21.98050002,26,0,21.98050002,26,0,21.98050002,26,20,21.98050002,26,0,21.98050002,26,0,21.98050002,26,20,21.98050002,26,0,21.98050002,28.94891743,0,21.98050002,26,20,21.98050002,26,20,21.98050002
 09/26  19:00:00,27.77571576,0,21.24300002,26,20,21.24300002,26,0,21.24300002,26,0,21.24300002,26,20,21.24300002,26,0,21.24300002,26,0,21.24300002,26,20,21.24300002,25.97559387,0,21.24300002,28.61477168,0,21.24300002,26,20,21.24300002,26,20,21.24300002
 09/26  20:00:00,27.50341132,0,20.79300002,26,20,20.79300002,26,0,20.79300002,26,0,20.79300002,26,20,20.79300002,26,0,20.79300002,26,0,20.79300002,26,20,20.79300002,25.87071516,0,20.79300002,28.33054365,0,20.79300002,26,20,20.79300002,26,20,20.79300002
 09/26  21:00:00,27.26755133,0,20.43050002,25.98648975,20,20.43050002,26,0,20.43050002,26,0,20.43050002,26,20,20.43050002,26,0,20.43050002,26,0,20.43050002,26,20,20.43050002,25.75889322,0,20.43050002,28.06364293,0,20.43050002,26,20,20.43050002,26,20,20.43050002
 09/26  22:00:00,27.04069917,0,20.09300002,25.88104252,20,20.09300002,26,0,20.09300002,25.99040965,0,20.09300002,26,20,20.09300002,25.97600394,0,20.09300002,26,0,20.09300002,26,20,20.09300002,25.63983623,0,20.09300002,27.79697083,0,20.09300002,26,20,20.09300002,26,20,20.09300002
 09/26  23:00:00,26.83134222,0,19.91800002,25.75800549,20,19.91800002,26,0,19.91800002,25.91204813,0,19.91800002,26,20,19.91800002,25.89032888,0,19.91800002,26,0,19.91800002,26,20,19.91800002,25.52977878,0,19.91800002,27.54475062,0,19.91800002,26,20,19.91800002,26,20,19.91800002
 09/26  24:00:00,26.64505189,0,19.88050002,25.6478815,20,19.88050002,26,0,19.88050002,25.82400444,0,19.88050002,26,20,19.88050002,25.81040056,0,19.88050002,26,0,19.88050002,26,20,19.88050002,25.43526632,0,19.88050002,27.31336538,0,19.88050002,26,20,19.88050002,26,20,19.88050002
 09/27  01:00:00,26.46897076,0,19.81800002,25.54002498,20,19.81800002,26,20,19.81800002,25.7361109,0,19.81800002,26,20,19.81800002,25.73190653,0,19.81800002,26,0,19.81800002,26,20,19.81800002,25.34447285,0,19.81800002,27.09328162,0,19.81800002,26,20,19.81800002,26,20,19.81800002
 09/27  02:00:00,26.24792175,0,19.21800002,25.38371603,20,19.21800002,25.90329642,20,19.21800002,25.59696747,0,19.21800002,26,20,19.21800002,25.60278895,0,19.21800002,25.94456077,0,19.21800002,26,20,19.21800002,25.20593722,0,19.21800002,26.82772466,0,19.21800002,26,20,19.21800002,26,20,19.21800002
 09/27  03:00:00,25.97245097,0,18.38050002,25.17134491,20,18.38050002,25.6942498,20,18.38050002,25.3999944,0,18.38050002,26,20,18.38050002,25.41630482,0,18.38050002,25.74773958,0,18.38050002,25.9913975,20,18.38050002,25.01310555,0,18.38050002,26.51404534,0,18.38050002,26,20,18.38050002,26,20,18.38050002
 09/27  04:00:00,25.68281341,0,17.51800002,24.92619346,20,17.51800002,25.45163587,20,17.51800002,25.16351948,0,17.51800002,25.92190403,20,17.51800002,25.19011856,0,17.51800002,25.51087525,0,17.51800002,25.92361412,20,17.51800002,24.78911123,0,17.51800002,26.18985178,0,17.51800002,25.91566739,20,17.51800002,25.98805352,20,17.51800002
 09/27  05:00:00,25.42182226,0,16.99300002,24.70628267,20,16.99300002,25.24176728,20,16.99300002,24.95456729,0,16.99300002,25.7920685,20,16.99300002,24.99379325,0,16.99300002,25.30366967,0,16.99300002,25.84893684,20,16.99300002,24.58618543,0,16.99300002,25.89351947,0,16.99300002,25.7080572,20,16.99300002,25.9235902,20,16.99300002
 09/27  06:00:00,25.20248713,0,16.75550002,24.52894987,20,16.75550002,25.07394464,20,16.75550002,24.79313281,0,16.75550002,25.67280197,20,16.75550002,24.84460475,0,16.75550002,25.13695899,0,16.75550002,25.78905683,20,16.75550002,24.42645595,0,16.75550002,25.63997036,0,16.75550002,25.54211183,20,16.75550002,25.85531779,20,16.75550002
 09/27  07:00:00,25.00068944,0,16.49300002,24.39335559,20,16.49300002,24.9209156,20,16.49300002,24.67339964,0,16.49300002,25.5639515,20,16.49300002,24.73533415,0,16.49300002,24.98440581,0,16.49300002,25.7225745,20,16.49300002,24.2808058,0,16.49300002,25.40933391,0,16.49300002,25.3869145,20,16.49300002,25.77650692,20,16.49300002
 09/27  08:00:00,24.94068963,0,16.88050002,24.61786214,20,16.88050002,24.90542681,20,16.88050002,24.90799729,0,16.88050002,25.58397388,20,16.88050002,24.93599692,0,16.88050002,24.96898249,0,16.88050002,25.69961729,20,16.88050002,24.26873425,0,16.88050002,25.39728147,0,16.88050002,25.49088942,20,16.88050002,25.73802963,20,16.88050002
 09/27  09:00:00,25.05418749,0,17.68050002,25.03308129,20,17.68050002,25.05982504,20,17.68050002,25.33034295,0,17.68050002,25.74768588,20,17.68050002,25.30831301,0,17.68050002,25.12391742,0,17.68050002,25.73190633,20,17.68050002,24.42511722,0,17.68050002,25.63993919,0,17.68050002,25.87808774,20,17.68050002,25.75576044,20,17.68050002
 09/27  10:00:00,25.23954388,0,18.10550002,25.45490461,20,18.10550002,25.28194913,20,18.10550002,25.75891649,0,18.10550002,25.96192834,20,18.10550002,25.68846896,0,18.10550002,25.34914232,0,18.10550002,25.75463527,20,18.10550002,24.64677794,0,18.10550002,26.00422042,0,18.10550002,25.99999953,20,18.10550002,25.77993178,20,18.10550002
 09/27  11:00:00,25.45021093,0,18.36800002,25.81255633,20,18.36800002,25.52493126,20,18.36800002,25.99992675,0,18.36800002,26,20,18.36800002,25.96980268,0,18.36800002,25.59891763,0,18.36800002,25.77676635,20,18.36800002,24.88745463,0,18.36800002,26.43113488,0,18.36800002,26,20,18.36800002,25.82170248,20,18.36800002
 09/27  12:00:00,25.69574854,0,18.73050002,25.99671043,20,18.73050002,25.79795151,20,18.73050002,26,0,18.73050002,26,20,18.73050002,26,0,18.73050002,25.88178051,0,18.73050002,25.81940506,20,18.73050002,25.16081716,0,18.73050002,26.80875834,0,18.73050002,26,20,18.73050002,25.8941125,20,18.73050002
 09/27  13:00:00,25.93283618,0,19.06800002,26,20,19.06800002,25.98874903,20,19.06800002,26,0,19.06800002,26,20,19.06800002,26,0,19.06800002,25.99999242,0,19.06800002,25.87275836,20,19.06800002,25.40410199,0,19.06800002,27.17474218,0,19.06800002,26,20,19.06800002,25.97713774,20,19.06800002
 09/27  14:00:00,26.27525557,0,19.05550002,26,20,19.05550002,26,20,19.05550002,26,0,19.05550002,26,20,19.05550002,26,0,19.05550002,26,0,19.05550002,25.91153227,20,19.05550002,25.60076019,0,19.05550002,27.57534066,0,19.05550002,26,20,19.05550002,26,20,19.05550002
 09/27  15:00:00,26.7799146,0,19.60550002,26,20,19.60550002,26,20,19.60550002,26,0,19.60550002,26,20,19.60550002,26,0,19.60550002,26,0,19.60550002,25.97652451,20,19.60550002,25.81480594,0,19.60550002,28.0072385,0,19.60550002,26,20,19.60550002,26,20,19.60550002
 09/27  16:00:00,27.33844332,0,20.60550002,26,20,20.60550002,26,20,20.60550002,26,0,20.60550002,26,20,20.60550002,26,0,20.60550002,26,0,20.60550002,26,20,20.60550002,25.99193756,0,20.60550002,28.35087055,0,20.60550002,26,20,20.60550002,26,20,20.60550002
 09/27  17:00:00,27.70892973,0,20.79300002,26,20,20.79300002,26,20,20.79300002,26,0,20.79300002,26,20,20.79300002,26,0,20.79300002,26,0,20.79300002,26,20,20.79300002,26,0,20.79300002,28.44531223,0,20.79300002,26,20,20.79300002,26,20,20.79300002
 09/27  18:00:00,27.52173468,0,20.43050002,26,20,20.43050002,26,20,20.43050002,26,0,20.43050002,26,20,20.43050002,26,0,20.43050002,26,0,20.43050002,26,20,20.43050002,25.93585559,0,20.43050002,28.18751686,0,20.43050002,26,20,20.43050002,26,20,20.43050002
 09/27  19:00:00,27.20053807,0,20.09300002,26,20,20.09300002,26,20,20.09300002,26,0,20.09300002,26,20,20.09300002,26,0,20.09300002,26,0,20.09300002,26,20,20.09300002,25.77097263,0,20.09300002,27.8790641,0,20.09300002,26,20,20.09300002,26,20,20.09300002
 09/27  20:00:00,26.91898857,0,19.60550002,25.92258712,20,19.60550002,26,20,19.60550002,25.99920028,0,19.60550002,26,20,19.60550002,25.99206113,0,19.60550002,26,0,19.60550002,26,20,19.60550002,25.60593665,0,19.60550002,27.58722861,0,19.60550002,26,20,19.60550002,26,20,19.60550002
 09/27  21:00:00,26.64231692,0,19.00550002,25.73119115,20,19.00550002,26,20,19.00550002,25.90353955,0,19.00550002,26,20,19.00550002,25.86917756,0,19.00550002,26,0,19.00550002,26,20,19.00550002,25.42722491,0,19.00550002,27.27669837,0,19.00550002,26,20,19.00550002,26,20,19.00550002
 09/27  22:00:00,26.35795549,0,18.40550002,25.51227404,20,18.40550002,25.97686941,20,18.40550002,25.70995388,0,18.40550002,26,20,18.40550002,25.68291296,0,18.40550002,25.99317122,0,18.40550002,26,20,18.40550002,25.23042021,0,18.40550002,26.96243806,0,18.40550002,26,20,18.40550002,26,20,18.40550002
 09/27  23:00:00,26.10275741,0,18.05550002,25.30962857,20,18.05550002,25.8345427,20,18.05550002,25.52448518,0,18.05550002,26,20,18.05550002,25.50756341,0,18.05550002,25.88408713,0,18.05550002,25.99474637,20,18.05550002,25.04823602,0,18.05550002,26.67464229,0,18.05550002,26,20,18.05550002,26,20,18.05550002
 09/27  24:00:00,25.87288444,0,17.85550002,25.12894425,20,17.85550002,25.67197249,20,17.85550002,25.36450901,0,17.85550002,26,20,17.85550002,25.3604512,0,17.85550002,25.72731063,0,17.85550002,25.96700891,20,17.85550002,24.8903513,0,17.85550002,26.41095603,0,17.85550002,26,20,17.85550002,26,20,17.85550002
 09/28  01:00:00,25.64916795,0,17.65550002,24.95111754,20,17.65550002,25.50711942,20,17.65550002,25.20701692,0,17.65550002,25.98297767,0,17.65550002,25.21740768,20,17.65550002,25.56570813,0,17.65550002,25.92964169,20,17.65550002,24.73524248,0,17.65550002,26.15235127,0,17.65550002,25.95433932,20,17.65550002,26,20,17.65550002
 09/28  02:00:00,25.42736808,0,17.39300002,24.77275743,20,17.39300002,25.3389415,20,17.39300002,25.04744996,0,17.39300002,25.87934542,0,17.39300002,25.07151947,20,17.39300002,25.39960113,0,17.39300002,25.8812786,20,17.39300002,24.57850444,0,17.39300002,25.89618066,0,17.39300002,25.80697035,20,17.39300002,25.97936357,20,17.39300002
 09/28  03:00:00,25.20481951,0,17.09300002,24.59097397,20,17.09300002,25.16582464,20,17.09300002,24.88293383,0,17.09300002,25.75548841,0,17.09300002,24.92006785,20,17.09300002,25.22774445,0,17.09300002,25.82228767,20,17.09300002,24.41809355,0,17.09300002,25.63997276,0,17.09300002,25.63616862,20,17.09300002,25.91245835,20,17.09300002
 09/28  04:00:00,24.96712216,0,16.60550002,24.39054751,20,16.60550002,24.97365066,20,16.60550002,24.69865458,0,16.60550002,25.61291339,0,16.60550002,24.74947332,20,16.60550002,25.03627995,0,16.60550002,25.74161759,20,16.60550002,24.23923789,0,16.60550002,25.36938323,0,16.60550002,25.42084658,20,16.60550002,25.81946347,20,16.60550002
 09/28  05:00:00,24.72449416,0,16.13050002,24.18188253,20,16.13050002,24.772962,20,16.13050002,24.50529194,0,16.13050002,25.462517,0,16.13050002,24.57060296,20,16.13050002,24.83583791,0,16.13050002,25.64099657,20,16.13050002,24.05241325,0,16.13050002,25.09461832,0,16.13050002,25.18293673,20,16.13050002,25.70765433,20,16.13050002
 09/28  06:00:00,24.51378951,0,15.98050002,24.00446065,20,15.98050002,24.60180967,20,15.98050002,24.34265778,0,15.98050002,25.3266133,0,15.98050002,24.42161736,20,15.98050002,24.66426126,0,15.98050002,25.56124538,20,15.98050002,23.89652465,0,15.98050002,24.85212627,0,15.98050002,25.00300377,20,15.98050002,25.61454036,20,15.98050002
 09/28  07:00:00,24.34497032,0,15.98050002,23.94336332,20,15.98050002,24.46914459,20,15.98050002,24.29475902,0,15.98050002,25.22088051,0,15.98050002,24.38351478,20,15.98050002,24.5306951,0,15.98050002,25.50291247,20,15.98050002,23.77831424,0,15.98050002,24.66491361,0,15.98050002,24.89511607,20,15.98050002,25.53578207,20,15.98050002
 09/28  08:00:00,24.35531215,0,16.79300002,24.62502701,20,16.79300002,24.51104878,20,16.79300002,24.98124859,0,16.79300002,25.27858755,0,16.79300002,24.97055555,20,16.79300002,24.5716581,0,16.79300002,25.51319365,20,16.79300002,23.82863411,0,16.79300002,24.85862481,0,16.79300002,25.2085095,20,16.79300002,25.51864527,20,16.79300002
 09/28  09:00:00,24.54123725,0,18.03050002,25.76689673,20,18.03050002,24.72789823,20,18.03050002,25.92689596,0,18.03050002,25.47147364,0,18.03050002,25.87367954,20,18.03050002,24.78933814,0,18.03050002,25.59109167,20,18.03050002,24.05142394,0,18.03050002,25.677441,0,18.03050002,25.91819379,20,18.03050002,25.57646947,20,18.03050002
 09/28  10:00:00,24.8169681,0,19.29300002,25.99999991,20,19.29300002,25.03479215,20,19.29300002,26,0,19.29300002,25.73351954,0,19.29300002,25.99999997,20,19.29300002,25.10398164,0,19.29300002,25.68211859,20,19.29300002,24.36873435,0,19.29300002,26.91389049,0,19.29300002,26,20,19.29300002,25.67943362,20,19.29300002
 09/28  11:00:00,25.15854704,0,20.46800002,26,20,20.46800002,25.39965002,20,20.46800002,26,0,20.46800002,25.9756266,0,20.46800002,26,20,20.46800002,25.49668459,0,20.46800002,25.79720339,20,20.46800002,24.74053197,0,20.46800002,28.39479052,0,20.46800002,26,20,20.46800002,25.83538101,20,20.46800002
 09/28  12:00:00,25.51782725,0,21.56800002,26,20,21.56800002,25.7708241,20,21.56800002,26,0,21.56800002,26,0,21.56800002,26,20,21.56800002,25.88931771,0,21.56800002,25.92746714,20,21.56800002,25.14329822,0,21.56800002,29.85006483,0,21.56800002,26,20,21.56800002,25.98584826,20,21.56800002
 09/28  13:00:00,26.009383,0,22.10550002,26,20,22.10550002,25.99997736,20,22.10550002,26,0,22.10550002,26,0,22.10550002,26,20,22.10550002,26,0,22.10550002,25.99999783,20,22.10550002,25.57164517,0,22.10550002,31.0881413,0,22.10550002,26,20,22.10550002,26,20,22.10550002
 09/28  14:00:00,26.95720038,0,22.49300002,26,20,22.49300002,26,20,22.49300002,26,0,22.49300002,26,0,22.49300002,26,20,22.49300002,26,0,22.49300002,26,20,22.49300002,25.9191795,0,22.49300002,32.03538444,0,22.49300002,26,20,22.49300002,26,20,22.49300002
 09/28  15:00:00,27.97942354,0,22.99300002,26,20,22.99300002,26,20,22.99300002,26,0,22.99300002,26,0,22.99300002,26,20,22.99300002,26,0,22.99300002,26,20,22.99300002,25.9999999,0,22.99300002,32.65490053,0,22.99300002,26,20,22.99300002,26,20,22.99300002
 09/28  16:00:00,28.80137637,0,23.49300002,26,20,23.49300002,26,20,23.49300002,26,0,23.49300002,26,0,23.49300002,26,20,23.49300002,26,0,23.49300002,26,20,23.49300002,26,0,23.49300002,32.89181837,0,23.49300002,26,20,23.49300002,26,20,23.49300002
 09/28  17:00:00,29.28261811,0,23.05550002,26,20,23.05550002,26,20,23.05550002,26,0,23.05550002,26,0,23.05550002,26,20,23.05550002,26,0,23.05550002,26,20,23.05550002,26,0,23.05550002,32.77383015,0,23.05550002,26,20,23.05550002,26,20,23.05550002
 09/28  18:00:00,29.0520457,0,21.99300002,26,20,21.99300002,26,20,21.99300002,26,0,21.99300002,26,0,21.99300002,26,20,21.99300002,26,0,21.99300002,26,20,21.99300002,26,0,21.99300002,32.24099958,0,21.99300002,26,20,21.99300002,26,20,21.99300002
 09/28  19:00:00,28.59550831,0,20.95550002,26,20,20.95550002,26,20,20.95550002,26,0,20.95550002,26,0,20.95550002,26,20,20.95550002,26,0,20.95550002,26,20,20.95550002,25.99544418,0,20.95550002,31.65235489,0,20.95550002,26,20,20.95550002,26,20,20.95550002
 09/28  20:00:00,28.205036,0,20.14300002,26,20,20.14300002,26,20,20.14300002,26,0,20.14300002,26,0,20.14300002,26,20,20.14300002,26,0,20.14300002,26,20,20.14300002,25.89069028,0,20.14300002,31.11203834,0,20.14300002,26,20,20.14300002,26,20,20.14300002
 09/28  21:00:00,27.85210913,0,19.50550002,26,20,19.50550002,26,20,19.50550002,26,0,19.50550002,26,0,19.50550002,26,20,19.50550002,26,0,19.50550002,26,20,19.50550002,25.722469,0,19.50550002,30.58999624,0,19.50550002,26,20,19.50550002,26,20,19.50550002
 09/28  22:00:00,27.49593416,0,18.84300002,25.94814896,20,18.84300002,26,20,18.84300002,25.99179002,0,18.84300002,26,0,18.84300002,25.97666641,20,18.84300002,26,0,18.84300002,26,20,18.84300002,25.52887264,0,18.84300002,30.07334038,0,18.84300002,26,20,18.84300002,26,20,18.84300002
 09/28  23:00:00,27.17952323,0,18.51800002,25.77453188,20,18.51800002,26,20,18.51800002,25.8874365,0,18.51800002,26,0,18.51800002,25.84760317,20,18.51800002,26,0,18.51800002,26,20,18.51800002,25.34851841,0,18.51800002,29.59699741,0,18.51800002,26,20,18.51800002,26,20,18.51800002
 09/28  24:00:00,26.89987648,0,18.35550002,25.6042574,20,18.35550002,25.99036171,20,18.35550002,25.74708744,0,18.35550002,26,0,18.35550002,25.71182607,20,18.35550002,26,0,18.35550002,26,20,18.35550002,25.195642,0,18.35550002,29.16039779,0,18.35550002,26,20,18.35550002,26,20,18.35550002
